hindi,english
"""% s"" व्यस्त है. ","""% s"" is busy."
रूकें,Stop
समूह से फ़ाइल सिस्टम. ,The group will be deleted from the file system.
बिल्ड (_ B) ,_ Build
ईंट का गुलाम,jack of diamonds
पूर्ण के साथ स्थिति कोड d नहीं,Completed unsuccessfully with status code% d
हटाएँ से,Remove from project
प्रोफाइल प्लगिन,Profile Plugins
मुख्य वर्ग,Main class
जोड़ें फ़ाइलः,Add Files:
LDAP निर्देशिका बनाएँ,Create LDAP directory
बाध्य करें,Force
हमेशा दिये होस्ट को कॉल अग्रसारित करें,Always forward calls to the given host
कमांड छोड़ा गया,Command aborted
मेट्रिसेस ट्रेस करें,Trace matrices
ब्रैसेरो प्लगिन,Brasero Plugins
डिस्क पर कोई चेकसम फाइल नहीं मिली,No checksum file could be found on the disc
केस सेंसिटिव,Case sensitive
Cogl क्लिपिंग को कैसे लागू कर है के बारे में जानकारी लॉग्स करें,Logs information about how Cogl is implementing clipping
हटाएँ,Remotes
कॉल विंडो की स्क्रीन पर स्थिति,Position on the screen of the call window
स्लाइस करने की विधि,Slicing Method
स्लाइस करने की विधि,Slicing Method
लागू करें फ़ाइल,Apply mailbox files
फुटर,footer
बिना सहेजें बंद करें (_ o) ,Cl _ ose Without Saving
आग्रह रूका,Request terminated
फाइल स्थानीय रूप से जमा नहीं है,The file is not stored locally
खोलें सभी कोड इंच,Open all code folds in the editor
वैश्विक सिस्टम संकुल के साथ से. ,This option means that the global system packages will be scanned simultaneously with the project 's ones
कोई सीडी/डीवीडी बनाएँ जो किसी प्रकार का आँकड़ा समाहित करता है जो किसी कंप्यूटर पर पढ़ा जा सके,Create a CD / DVD containing any type of data that can only be read on a computer
भाव पहचान के लिए लंबा प्रेस की न्यूनतम अवधि,The minimum duration of a long press to recognize the gesture
स्लाइस पूर्वावलोकन,Slices Preview
पहुँच योग्य एमडीआई मूल्य,Accessible MDI Value
लक्ष्य क़िस्मः,Target _ type:
ब्रेकपाइंट संचालन,Breakpoint operations
चयनित फाइल का नाम बदलें,Rename the selected file
छवि फ़ाइल,Image files
छाँटे गए मेलबाक्स को मिटाओ,Delete the selected mailbox
नाम (_ N): ,_ Name:
डिस्क बाहर निकालें,Eject a disc
जावास्क्रिप्ट,JavaScript
संपादन,Edit
लाल पान का नहला,the nine of hearts
त्रुटि process. ,Error whilst signaling the process.
प्रोफ़ाइल,Profiles
X11 विंडो के लिए बाध्य किया जाना हैं,The X11 Window to be bound
