hindi,english
वर्णन,Description
छक्का,six
दस्ताबेज के प्रकार की परिभाषा,Goto _ Definition
हुकुम का दहला हटाएँ. ,Remove the ace of spades.
श्रीमती ज़ेन,Lady Jane
स्थान-विशिष्ट,Locale
फ़ाइल वैध. desktop फ़ाइल नहीं है,File is not a valid. desktop file
दिखाओ,View
निर्देश,Commands
#-#-#-#-#file-roller. gnome-2-2. hi. po (File Roller hindi) #-#-#-#-#खोलो #-#-#-#-#gedit. gnome-2-2. hi. po (gedit VERSION) #-#-#-#-#खोलें,_ Open
रैण्डर करने के लिए पाठ,Text to render
आईडी,Id
ईंट का चव्वा,the four of diamonds
खेल फ़ाइल उपयोग में,The game file to use
#-#-#-#-#gedit. gnome-2-2. hi. po (gedit VERSION) #-#-#-#-#बदलें/परिवर्तित करें #-#-#-#-#gtkhtml. HEAD. hi. po (GtkHTML 2. x) #-#-#-#-#बदलो #-#-#-#-#nautilus. HEAD. hi. po (nautilus 2. x) #-#-#-#-#बदलना,Replace All
परियोजना तयशुदा,Project Defaults
जीएनयू डाक संदेश,No file details
पिछली चाल पूर्ववत करें,Undo the last move
आईडी,ID
स्तर,Layer
विजेट नहीं मिलाः% s,Widget not found:% s
जेनेरिक wx विजेट प्रोजेक्ट,A generic wx Widgets project
एक बादशाह को आप ढूंढ रहे हैं. ,You are searching for a king.
प्लगिन चुनें,Select a plugin
आसंधि (नोड) को ताजा करें (_ N) ,Refresh _ Node
अंजुटा बार बार पूछे जाने वाले प्रश्न,Anjuta frequently asked questions
Anjuta स्थिति,Anjuta Status
गैर संस्करण,Unversioned
दस्तावेज़,Documents
% d:% 02d,% d:% 02d
रिसेट करें (_ R) ,_ Reset
Generic C + + ,Generic C + +
प्रोजेक्ट उपलब्ध नहीं है,Value doesn 't exist
आधार पर खाली खाँचा,empty slot on foundation
स्थिति,Position
निचला पटल,Bottom panel
पहुंचनीय आसंधि नोड को चुनते समय हाइलाइट बक्से की अवधि. ,The duration of the highlight box when selecting accessible nodes.
भूल भुलैया,Maze
फाइल (F) ,_ File
Scratchbox,Scratchbox version:
हुकुम का नहला,nine of spades
लाल पान का पंजा,the five of hearts
चिड़ी का छक्का,six of clubs
मिले-जुले,Mixed
कृपया खाली ढेर को पहले भरें. ,Please fill in empty pile first.
अतिरिक्त बाकीः,Reserve left:
हुकुम का गुलाम,jack of spades
सत्र के गुणधर्म (विशेषताएं) ,Set Signal Property
दस्तावेज़,Documents
मिलाएं,Merge
पियर से प्रमाण पत्र लेने में असमर्थ,Unable to build user interface for Search And Replace
त्यागें (_ A) ,_ Abort
"नाम (x, y) ","name (x, y)"
विरोधी,Conflicted
ईंट का बादशाह,the king of diamonds
"एक्सेर्साइसर सर्वाधिकार © 2006,2007 आईबीएम निगम (बीएसडी) ","accerciser Copyright (c) 2006, 2007 IBM Corporation (BSD)"
इस प्लगइन के लिए कोई वर्णन उपलब्ध नहीं है,No properties available for this group
% s संबंध के लिए अन्योन्य गायब है,Missing reciprocal for% s relation
हेलसिंकी,Helsinki
ईंट का दहला हटाएँ. ,Remove the ace of diamonds.
विषय सूची (_ C) ,_ Contents
हुकुम की अट्ठा के बगल में हुकुम के सत्ता को रखें. ,Place the eight of spades next to the seven of spades.
छैतिज पैमाना,Editor zoom operations
अधिसूचना,Notification
गे गोरडोन्स,Gay Gordons
स्टाकslot type,stock
लाल पान का गुलाम,the jack of hearts
क्या आप इस दस्तावेज में किए गए परिवर्तनों को संग्रहित करना चाहते हैं? यदि आप संग्रहित नहीं करते हैं तो आपके द्वारा किए गए परिवर्तन आप खो देंगे,"Save changes to glade project ""% s"" before closing? Your changes will be lost if you don 't save them."
तुर्की,Turkish
ताश शैली (_ C) ,_ Card Style
% s भण्डार परtableauslot hint,% s on stock
फाइल नहीं मिली,Widget not found:% s
Anjuta परिचय,About Anjuta
ताश थीमः,Card themes:
क्लॉन्डिके तीन डेक,Klondike Three Decks
लाल पान की छक्का के बगल में लाल पान के पंजा को रखें. ,Place the six of hearts next to the five of hearts.
रैण्डर करने के लिए पाठ,Text to render
शीर्षकः,Header:
पश्चिमी,Western
सफेदसिर (व्हाइटहेड) ,Whitehead
भराई के रंग को हाइलाइट करें,Highlight fill color
लाल पान का पंजा,the five of hearts
गुण (_ P) ,_ Properties
खेल के पास कोई हल नहीं है. वापस ले या फिर शुरू करें. ,The game has no solution. Undo or start again.
ई-मेल पताः,Author Email Address:
फाईल बनाओ,Makefiles
ईंट का इक्का,ace of diamonds
फ़ाइल खोलें,Open a file
हुकुम का इक्का,ace of spades
शीर्ष,Head
कोई दृश्य नहीं है,No view
पंजीकृत करें,Register
खेल पुनः प्रारंभ करें,Statistics of games played
